483,483,2020,700,0.27,01/01/2020
484,484,2020,0,0,01/01/2020
485,485,2020,15,1.78,01/01/2020
486,486,2020,89,2.12,01/01/2020
487,487,2020,93,2.48,01/01/2020
488,488,2020,92,3.19,01/01/2020
489,489,2020,64,2.89,01/01/2020
490,490,2020,88,3.44,01/01/2020
491,491,2020,109,4,01/01/2020
492,492,2020,83,5.1,01/01/2020
493,493,2020,85,5.6,01/01/2020
494,494,2020,102,4.26,01/01/2020
495,495,2020,99,4.97,01/01/2020
496,496,2020,101,5.77,01/01/2020
497,497,2020,95,7.35,01/01/2020
498,498,2020,86,10.53,01/01/2020
499,499,2020,95,6.05,01/01/2020
500,500,2020,99,6.91,01/01/2020
501,501,2020,104,8,01/01/2020
502,502,2020,99,10.11,01/01/2020
503,503,2020,82,14.5,01/01/2020
504,504,2020,103,9.43,01/01/2020
505,505,2020,98,10.57,01/01/2020
506,506,2020,97,11.85,01/01/2020
507,507,2020,100,14.67,01/01/2020
508,508,2020,101,20.67,01/01/2020
509,509,2020,0,0,01/01/2020
510,510,2020,60,4.15,01/01/2020
511,511,2020,90,4.86,01/01/2020
512,512,2020,95,6.46,01/01/2020
513,513,2020,93,7.63,01/01/2020
514,514,2020,100,5.98,01/01/2020
515,515,2020,92,6.82,01/01/2020
516,516,2020,96,8.5,01/01/2020
517,517,2020,100,11.22,01/01/2020
518,518,2020,91,5.62,01/01/2020
519,519,2020,83,9.72,01/01/2020
520,520,2020,110,14.67,01/01/2020
521,521,2020,100,18.32,01/01/2020
522,522,2020,0,0,01/01/2020
523,523,2020,774,0.3,01/01/2020
524,524,2020,756,0.3,01/01/2020
525,525,2020,714,0.7,01/01/2020
526,526,2020,0,0,01/01/2020
527,527,2020,722,0.5,01/01/2020
528,528,2020,669,0.7,01/01/2020
529,529,2020,775,0.92,01/01/2020
530,530,2020,500,1.62,01/01/2020
531,531,2020,721,1.4,01/01/2020
532,532,2020,725,0.52,01/01/2020
533,533,2020,670,0.7,01/01/2020
534,534,2020,740,0.7,01/01/2020
535,535,2020,695,0.91,01/01/2020
536,536,2020,720,1.18,01/01/2020
537,537,2020,720,1.5,01/01/2020
538,538,2020,675,1.8,01/01/2020
539,539,2020,0,0,01/01/2020
540,540,2020,465,0.51,01/01/2020
541,541,2020,420,0.57,01/01/2020
542,542,2020,500,0.75,01/01/2020
